ntraial move_ratio     potn

645948     0.5648  -3.941718

646056     0.4722  -3.945861

646164     0.4537  -3.909812

646272     0.4351  -3.883987

646380     0.4907  -3.835395

646488     0.4907  -3.833022

646596     0.4444  -3.789535

646704     0.5092  -3.847269

646812     0.5185  -3.839716

646920     0.4722  -3.807264

647028     0.4722  -3.816741

647136     0.4537  -3.849098

647244     0.4166  -3.862871

647352     0.4814  -3.912305

647460     0.5648  -3.920454

647568     0.4814  -3.839156

647676     0.5092  -3.788897

647784     0.5462  -3.807101

647892     0.5277  -3.864288

648000     0.4629  -3.902009

648108     0.4074  -3.886412

648216     0.6018  -3.872468

648324     0.4907  -3.893063

648432     0.5370  -3.942859

648540     0.5277  -3.933435

648648     0.5648  -3.905978

648756     0.4814  -3.928694

648864     0.4814  -3.964301

648972     0.5092  -3.995020

649080     0.4629  -3.945311

649188        0.5  -4.003338

649296        0.5  -3.947457

649404     0.5648  -3.860142

649512     0.4537  -3.883049

649620     0.5462  -3.846095

649728     0.5185  -3.901527

649836     0.4074  -3.963961

649944     0.4074  -3.907120

650052     0.4629  -3.866453

650160     0.5555  -3.929638

650268        0.5  -3.915880

650376     0.4722  -3.899935

650484     0.4814  -3.893120

650592     0.5925  -3.823319

650700     0.4629  -3.763502

650808     0.4259  -3.793869

650916     0.4629  -3.789217

651024     0.4722  -3.773547

651132     0.5277  -3.772771

651240     0.4444  -3.826699

651348     0.4722  -3.882953

651456     0.5370  -3.890715

651564        0.5  -3.823277

651672     0.4629  -3.813407

651780     0.4444  -3.850083

651888     0.5277  -3.770722

651996     0.6111  -3.853966

652104     0.5648  -3.845875

652212     0.4351  -3.869661

652320        0.5  -3.893726

652428     0.4814  -3.955859

652536     0.4351  -3.928805

652644     0.5370  -3.948658

652752     0.5277  -3.919538

652860     0.5185  -3.822493

652968     0.4629  -3.920912

653076     0.5370  -3.948785

653184     0.4444  -3.922650

653292     0.6203  -3.960556

653400     0.6296  -3.951413

653508     0.4722  -3.938266

653616     0.5370  -3.994938

653724     0.5925  -3.926625

653832     0.4907  -3.840594

653940     0.4907  -3.899853

654048     0.5462  -3.912384

654156     0.6574  -3.839197

654264     0.5277  -3.910491

654372     0.4814  -3.848321

654480     0.5370  -3.822078

654588     0.4814  -3.815391

654696     0.4259  -3.862171

654804     0.5555  -3.858436

654912     0.5092  -3.981416

655020     0.5555  -4.002994

655128     0.4629  -3.991753

655236     0.4907  -3.868127

655344     0.5185  -3.834442

655452     0.4629  -3.868344

655560     0.4629  -3.912129

655668     0.3981  -3.915937

655776     0.4537  -3.944256

655884     0.4537  -3.927643

655992     0.4629  -3.909673

656100     0.4722  -3.878603

656208     0.4074  -3.815022

656316     0.4629  -3.711665

656424     0.4814  -3.730579

656532     0.5185  -3.771663

656640     0.4537  -3.757556

656748     0.5277  -3.812826

656856     0.4907  -3.821768

656964     0.4074  -3.819239

657072     0.5277  -3.782457

657180     0.6481  -3.857904

657288     0.5370  -3.822035

657396     0.5185  -3.850058

657504     0.4722  -3.797687

657612     0.4722  -3.860081

657720     0.4907  -3.764689

657828     0.5277  -3.774295

657936     0.5185  -3.743836

658044     0.5185  -3.786631

658152     0.4722  -3.769627

658260     0.4537  -3.771347

658368     0.5092  -3.771067

658476     0.5277  -3.807359

658584     0.4907  -3.850501

658692     0.5092  -3.878981

658800     0.6018  -3.993040

658908     0.5370  -3.993142

659016     0.4814  -3.981029

659124     0.4259  -3.940428

659232        0.5  -3.913668

659340     0.4814  -3.841982

659448     0.5555  -3.813112

659556     0.5092  -3.836656

659664     0.5092  -3.886956

659772     0.5925  -3.931957

659880     0.4259  -3.918528

659988     0.4259  -3.945533

660096        0.5  -3.929525

660204     0.4444  -3.876980

660312     0.5740  -3.877717

660420     0.4166  -3.832611

660528        0.5  -3.857454

660636     0.3981  -3.928957

660744     0.5555  -3.923067

660852     0.5555  -3.828370

660960     0.5925  -3.889010

661068     0.4629  -3.817943

661176     0.4907  -3.908919

661284     0.4351  -3.827296

661392     0.5185  -3.781631

661500     0.6203  -3.772540

661608     0.5277  -3.855102

661716     0.5370  -3.893046

661824     0.5092  -3.884633

661932     0.5648  -3.860106

662040     0.5185  -3.893466

662148     0.4444  -3.854127

662256     0.4537  -3.793435

662364     0.3981  -3.841268

662472     0.4907  -3.807358

662580     0.5555  -3.803021

662688     0.6018  -3.867865

662796     0.5185  -3.832025

662904     0.4351  -3.774284

663012        0.5  -3.901096

663120     0.5740  -3.895861

663228     0.4351  -3.894061

663336     0.5277  -3.981035

663444     0.4444  -4.029856

663552     0.5462  -3.986842

663660     0.5277  -3.951717

663768     0.4907  -3.927965

663876     0.5648  -3.925143

663984     0.5555  -3.844641

664092     0.4907  -3.903193

664200     0.5462  -3.880495

664308     0.4814  -3.955655

664416     0.4722  -3.980323

664524        0.5  -3.977770

664632     0.4351  -4.010304

664740     0.5740  -3.971364

664848     0.5648  -3.913402

664956     0.5092  -3.909851

665064     0.5185  -3.899162

665172        0.5  -3.944242

665280     0.4351  -3.964114

665388        0.5  -3.980747

665496     0.5092  -3.948464

665604     0.5277  -3.965489

665712     0.4722  -3.960354

665820     0.4814  -3.993425

665928     0.4351  -4.028457

666036        0.5  -4.010001

666144     0.5740  -4.023346

666252     0.4444  -4.000703

666360     0.4444  -3.932626

666468     0.4814  -3.852130

666576     0.4722  -3.925998

666684     0.5277  -3.946852

666792     0.6203  -3.923654

666900     0.5462  -3.939466

667008     0.5185  -3.934220

667116     0.4166  -3.883297

667224     0.5092  -3.920170

667332     0.6111  -3.928271

667440     0.4722  -3.877254

667548     0.5277  -3.861561

667656     0.4166  -3.942456

667764     0.5092  -3.926591

667872     0.4907  -3.899987

667980     0.5648  -3.866181

668088     0.5185  -3.786995

668196     0.5185  -3.843918

668304     0.4814  -3.804634

668412     0.5555  -3.893544

668520     0.4907  -3.818419

668628     0.5092  -3.810979

668736     0.5555  -3.914925

668844     0.5277  -3.856590

668952     0.4629  -3.954082

669060     0.5462  -4.011401

669168     0.5462  -4.042802

669276     0.4074  -4.019270

669384     0.5740  -3.966339

669492     0.4907  -3.959127

669600     0.4629  -3.989372

669708        0.5  -4.014427

669816     0.4629  -4.031114

669924     0.4814  -3.988651

670032     0.3981  -3.914288

670140     0.4537  -3.880490

670248     0.4444  -3.869414

670356     0.5462  -3.927406

670464     0.5277  -3.943511

670572     0.5185  -3.922804

670680     0.4629  -3.915010

670788     0.5092  -3.764476

670896     0.4444  -3.919428

671004     0.4259  -3.934385

671112     0.4074  -3.869050

671220     0.5277  -3.860299

671328     0.5370  -3.913324

671436     0.5092  -3.831023

671544     0.5370  -3.892727

671652     0.5462  -3.873642

671760        0.5  -3.859200

671868     0.5925  -3.858236

671976     0.4814  -3.957522

672084        0.5  -3.888306

672192        0.5  -3.848563

672300     0.5740  -3.869991

672408     0.5277  -3.950755

672516     0.5462  -3.950097

672624     0.5092  -3.894885

672732     0.5462  -3.830271

672840        0.5  -3.898390

672948        0.5  -3.899535

673056     0.5648  -3.903801

673164     0.5833  -3.965010

673272     0.5648  -3.917712

673380     0.5370  -3.898551

673488     0.4351  -3.856644

673596     0.5277  -3.823216

673704     0.5277  -3.774643

673812     0.4722  -3.916722

673920     0.5555  -3.990226

674028     0.4814  -3.988844

674136     0.4537  -3.894362

674244        0.5  -3.930089

674352     0.4537  -4.013937

674460     0.4629  -3.978264

674568     0.4444  -4.041308

674676     0.4444  -4.013559

674784     0.4259  -3.974503

674892     0.4907  -3.977732

675000     0.5185  -3.997043

675108     0.4722  -4.006172

675216     0.5462  -4.022266

675324     0.5648  -3.931589

675432     0.5185  -3.941014

675540     0.5185  -3.961222

675648     0.5462  -3.947987

675756     0.5092  -4.029925

675864     0.4722  -3.966484

675972     0.5555  -4.011530

676080     0.5277  -3.973182

676188     0.4444  -4.064049

676296     0.5277  -3.982886

676404     0.5092  -3.976056

676512     0.4722  -3.932172

676620     0.5370  -3.934690

676728     0.5740  -4.003116

676836     0.5555  -3.967151

676944     0.4444  -3.939294

677052     0.3796  -3.885779

677160     0.5277  -3.903794

677268        0.5  -3.955133

677376     0.4907  -3.898873

677484     0.5555  -3.881678

677592        0.5  -3.895387

677700     0.5277  -3.871212

677808     0.5185  -3.891303

677916     0.4444  -3.876116

678024     0.4259  -3.878883

678132     0.5370  -3.780284

678240        0.5  -3.910587

678348        0.5  -3.947462

678456     0.5185  -3.959538

678564     0.4907  -3.904184

678672     0.5370  -3.918606

678780     0.4814  -3.931267

678888     0.5092  -4.038722

678996     0.5185  -4.006431

679104     0.5277  -3.989975

679212     0.5277  -4.031215

679320     0.4814  -4.084764

679428     0.4537  -3.980891

679536     0.4814  -3.908405

679644        0.5  -3.844460

679752     0.5092  -3.825023

679860     0.5555  -3.838644

679968     0.4907  -3.939307

680076     0.5648  -3.947130

680184     0.4259  -3.887882

680292     0.4722  -3.871253

680400     0.5462  -3.843491

680508     0.4444  -3.878016

680616     0.5555  -3.947554

680724     0.5462  -3.983535

680832     0.4907  -4.006956

680940     0.4722  -4.021379

681048     0.4722  -3.974011

681156     0.5740  -3.912762

681264     0.4629  -3.873436

681372     0.4166  -3.942096

681480     0.5092  -3.960225

681588     0.4722  -4.004651

681696     0.5185  -3.967863

681804        0.5  -3.944627

681912     0.4814  -3.832468

682020     0.6111  -3.915104

682128     0.4444  -3.917402

682236     0.4722  -3.927463

682344     0.5648  -3.936725

682452     0.6203  -3.937899

682560     0.5277  -3.926711

682668     0.4074  -3.895409

682776     0.5648  -3.817113

682884     0.4629  -3.804641

682992     0.4259  -3.886036

683100     0.5833  -3.890525

683208     0.3796  -3.872762

683316     0.4907  -3.847021

683424     0.4907  -3.929884

683532     0.5740  -3.894061

683640     0.4537  -3.887307

683748     0.5370  -3.894656

683856     0.5185  -3.925831

683964     0.5555  -3.923312

684072     0.4537  -3.967946

684180     0.4074  -3.999422

684288     0.5277  -4.014101

684396     0.5092  -4.007947

684504        0.5  -3.929952

684612     0.5648  -3.902553

684720     0.4629  -3.952259

684828     0.5092  -3.947750

684936     0.4074  -4.031629

685044     0.5833  -4.006947

685152     0.4074  -4.008227

685260     0.4629  -4.032724

685368     0.4074  -3.873316

685476     0.4259  -3.940388

685584     0.5833  -3.929735

685692     0.5462  -3.897928

685800     0.4537  -3.858546

685908     0.4537  -3.897051

686016     0.5370  -3.928850

686124     0.5740  -3.876940

686232     0.5092  -3.879225

686340     0.4814  -3.918555

686448     0.3703  -3.905463

686556     0.4629  -3.909996

686664     0.4629  -3.888881

686772     0.5370  -3.987433

686880     0.3981  -3.981111

686988     0.4537  -3.954826

687096     0.5740  -3.986955

687204     0.5185  -4.034409

687312     0.4907  -3.935621

687420     0.4814  -3.935587

687528     0.4259  -3.964431

687636     0.5833  -3.905650

687744     0.4444  -3.986203

687852     0.5925  -3.959260

687960     0.5092  -3.943528

688068     0.6111  -3.858483

688176     0.4722  -3.865615

688284     0.4814  -3.925018

688392     0.4537  -4.012273

688500     0.5555  -3.950260

688608     0.4166  -4.028217

688716     0.4722  -4.080664

688824     0.5740  -4.068912

688932     0.4351  -4.027020

689040     0.5092  -4.002857

689148     0.5185  -3.967204

689256     0.5555  -3.948969

689364     0.4166  -3.921722

689472     0.4907  -3.932276

689580     0.5092  -3.927423

689688     0.4444  -3.875094

689796        0.5  -3.920450

689904     0.4629  -3.977831

690012     0.4907  -3.975600

690120     0.4722  -3.899001

690228     0.4907  -3.883129

690336     0.5648  -3.834044

690444     0.4907  -3.869087

690552     0.5277  -3.886394

690660     0.4814  -3.962680

690768     0.4722  -3.971048

690876     0.5185  -3.912839

690984     0.5185  -3.852111

691092     0.5462  -3.809918

691200     0.5925  -3.867260

691308     0.4722  -3.856551

691416     0.4444  -3.904237

691524        0.5  -3.966798

691632     0.6018  -4.046807

691740     0.5740  -4.009896

691848     0.4537  -3.928587

691956     0.4074  -3.966796

692064     0.4259  -3.926208

692172     0.4722  -3.944943

692280     0.5740  -3.874763

692388     0.4629  -3.966292

692496     0.5185  -3.892552

692604        0.5  -3.910400

692712     0.5185  -3.967503

692820     0.4722  -3.951483

692928     0.4629  -3.922150

693036     0.4907  -3.944028

693144        0.5  -3.925370

693252        0.5  -3.945664

693360     0.4351  -3.907921

693468        0.5  -3.923453

693576     0.4629  -4.036684

693684     0.5185  -4.031997

693792     0.4351  -4.038167

693900     0.5370  -4.042731

694008     0.5740  -3.983594

694116     0.5185  -3.986140

694224     0.5370  -3.972754

694332     0.5462  -3.923675

694440     0.4444  -3.860820

694548     0.5648  -3.925749

694656     0.5277  -3.906258

694764     0.5740  -3.863444

694872     0.5092  -3.901327

694980     0.5277  -3.857830

695088        0.5  -3.919331

695196     0.4907  -3.883874

695304     0.5092  -3.876926

695412     0.4537  -3.955255

695520     0.5277  -3.940052

695628        0.5  -3.941245

695736     0.5277  -3.924871

695844     0.4351  -3.939852

695952     0.4722  -4.001862

696060     0.5555  -4.001222

696168        0.5  -4.051886

696276     0.4629  -3.952214

696384     0.4722  -3.995483

696492     0.4629  -4.028431

696600     0.4074  -3.928463

696708        0.5  -3.917664

696816     0.5185  -4.017301

696924     0.4166  -3.950877

697032     0.5740  -3.896019

697140     0.5833  -3.890279

697248     0.4166  -3.949056

697356     0.5092  -4.011698

697464     0.5092  -4.024134

697572        0.5  -4.087210

697680     0.4629  -4.023266

697788     0.4814  -4.029290

697896        0.5  -4.018919

698004     0.5462  -4.097448

698112     0.5277  -4.085003

698220     0.4537  -4.064695

698328     0.4722  -4.017072

698436     0.5277  -4.061773

698544     0.4444  -4.015998

698652     0.5740  -4.019679

698760     0.4629  -4.035298

698868     0.3981  -4.047239

698976     0.4907  -4.031439

699084     0.4907  -4.028005

699192     0.5277  -3.933866

699300     0.5740  -3.915185

699408        0.5  -3.899240

699516     0.4814  -3.869930

699624     0.5648  -4.000520

699732     0.5925  -3.866034

699840     0.4629  -3.942133

699948        0.5  -4.000378

700056        0.5  -4.007941

700164     0.4444  -3.982635

700272        0.5  -3.953739

700380     0.5740  -3.960035

700488     0.4259  -3.985033

700596     0.5648  -3.895593

700704     0.5185  -3.873827

700812     0.5370  -3.862026

700920     0.5462  -3.931620

701028     0.5370  -3.916281

701136     0.4444  -3.909237

701244        0.5  -3.866195

701352     0.4722  -3.791854

701460     0.5925  -3.808872

701568     0.4259  -3.757360

701676     0.4722  -3.786698

701784     0.5555  -3.797224

701892     0.5092  -3.800124

702000     0.5185  -3.911885

702108     0.4907  -3.986139

702216     0.4444  -3.977355

702324     0.4814  -4.007348

702432     0.5092  -3.977994

702540     0.5092  -3.908136

702648     0.4722  -3.851975

702756     0.4351  -3.880378

702864     0.4907  -3.855774

702972     0.5648  -3.827157

703080     0.4629  -3.776592

703188     0.4814  -3.891066

703296        0.5  -3.861839

703404     0.5185  -3.826513

703512     0.4537  -3.860941

703620     0.4814  -3.916986

703728     0.5370  -3.935362

703836     0.5462  -3.916998

703944     0.5462  -3.916481

704052     0.5185  -3.931837

704160     0.5370  -3.954026

704268     0.4814  -3.909536

704376     0.4259  -3.994155

704484     0.5740  -3.946935

704592     0.5092  -3.905948

704700        0.5  -3.947251

704808     0.6481  -3.927917

704916     0.4629  -3.892210

705024     0.4814  -3.867986

705132     0.5092  -3.910779

705240     0.4629  -3.904696

705348     0.5370  -3.757737

705456     0.5925  -3.648200

705564     0.4814  -3.728144

705672        0.5  -3.754887

705780     0.4814  -3.696072

705888     0.4907  -3.700945

705996     0.4444  -3.786531

706104     0.3888  -3.793035

706212     0.5740  -3.725441

706320     0.4074  -3.834095

706428     0.4814  -3.865520

706536     0.5648  -3.900739

706644     0.3981  -3.985629

706752     0.4629  -4.041939

706860     0.4722  -3.942030

706968     0.4722  -3.989264

707076     0.5555  -3.889510

707184     0.4444  -3.844458

707292     0.4907  -3.890603

707400     0.4907  -3.924361

707508     0.4907  -3.922576

707616     0.5185  -3.928711

707724     0.5185  -3.951235

707832     0.5833  -3.853634

707940     0.4351  -3.842952

708048     0.4629  -3.858315

708156     0.4907  -3.877353

708264     0.4907  -3.905486

708372     0.4814  -3.952071

708480     0.4814  -3.919951

708588     0.5092  -3.912214

708696        0.5  -3.951560

708804     0.5555  -3.940641

708912     0.5277  -4.034460

709020     0.5555  -3.926039

709128        0.5  -4.024435

709236     0.5277  -3.950403

709344     0.5555  -4.011363

709452     0.5277  -4.029960

709560     0.5462  -4.029529

709668     0.5648  -3.930906

709776     0.4814  -3.929711

709884     0.4259  -3.924007

709992     0.3981  -3.956030

710100     0.4166  -3.939778

710208     0.4907  -3.907903

710316     0.5555  -3.868729

710424     0.5462  -3.935746

710532     0.4907  -3.939211

710640     0.4629  -3.808468

710748     0.4166  -3.871116

710856     0.4814  -3.905552

710964     0.4444  -3.950531

711072     0.4259  -3.972209

711180     0.5370  -4.007722

711288     0.5740  -3.959778

711396     0.5740  -3.922205

711504     0.4444  -3.922722

711612     0.5462  -3.923558

711720     0.5555  -3.934040

711828     0.4722  -3.908769

711936     0.4907  -3.850178

712044     0.4074  -3.805643

712152     0.4722  -3.802330

712260        0.5  -3.840407

712368     0.5370  -3.887611

712476     0.5740  -3.848843

712584     0.4629  -3.810967

712692     0.5185  -3.924630

712800     0.4351  -3.917825

712908     0.5833  -3.974941

713016     0.5277  -3.911916

713124     0.4814  -3.905593

713232        0.5  -3.850062

713340     0.5370  -3.888686

713448     0.4629  -3.879822

713556     0.3888  -3.863897

713664     0.5370  -3.857643

713772        0.5  -3.910730

713880     0.4814  -3.875563

713988     0.5555  -3.920595

714096     0.4814  -3.912830

714204     0.4629  -3.880168

714312     0.3703  -3.872241

714420     0.5185  -3.914388

714528        0.5  -3.872432

714636     0.4074  -3.934071

714744     0.4814  -3.894428

714852     0.5092  -3.861156

714960     0.4907  -3.819491

715068     0.4351  -3.951359

715176     0.4722  -3.983713

715284     0.5833  -3.911225

715392     0.5555  -3.882204

715500     0.4629  -3.833010

715608     0.4259  -3.836986

715716     0.5648  -3.885799

715824        0.5  -3.919140

715932     0.5185  -3.913045

716040     0.4907  -3.878725

716148     0.3981  -3.832834

716256     0.5185  -3.821735

716364     0.5277  -3.840757

716472     0.4722  -3.897435

716580     0.5277  -3.895794

716688     0.5185  -3.855835

716796     0.6018  -3.851013

716904        0.5  -3.856333

717012     0.5462  -3.880758

717120     0.4629  -3.866761

717228     0.4907  -3.836461

717336     0.5462  -3.859585

717444     0.5462  -3.921331

717552     0.5185  -3.884334

717660        0.5  -3.937796

717768     0.4444  -3.885433

717876     0.4907  -3.890147

717984     0.5925  -3.889176

718092     0.4814  -3.905636

718200     0.4351  -3.903147

718308     0.5185  -3.916530

718416     0.6018  -3.832509

718524        0.5  -3.738164

718632     0.5277  -3.782464

718740     0.4907  -3.805903

718848     0.5370  -3.881087

718956     0.5370  -3.882348

719064     0.6018  -3.862062

719172     0.4351  -3.865136

719280     0.4814  -3.912601

719388     0.5370  -3.946113

719496     0.5740  -3.955556

719604     0.4814  -3.973118

719712     0.4444  -3.871947

719820     0.4907  -3.873753

719928     0.4722  -3.961750

720036     0.5555  -3.950164

720144     0.5555  -3.905545

720252     0.5092  -3.902624

720360     0.5092  -3.848823

720468        0.5  -3.843412

720576     0.5092  -3.921820

720684     0.5833  -3.825036

720792     0.4814  -3.866293

720900     0.4351  -3.915095

721008        0.5  -3.906062

721116     0.5092  -3.874461

721224     0.4351  -3.843792

721332     0.5462  -3.968496

721440     0.5648  -3.957719

721548     0.5462  -3.938026

721656     0.4814  -3.990176

721764     0.3888  -4.007663

721872     0.4814  -4.009948

721980        0.5  -4.005480

722088     0.5092  -4.005865

722196     0.5648  -4.066057

722304     0.4722  -4.063032

722412     0.4537  -3.967571

722520     0.5555  -3.897589

722628     0.4444  -3.861799

722736     0.5462  -3.807635

722844     0.4629  -3.838944

722952     0.5277  -3.849451

723060        0.5  -3.782185

723168     0.4259  -3.879930

723276     0.5648  -3.857107

723384     0.5092  -3.869027

723492     0.5185  -3.767135

723600     0.4907  -3.771420

723708     0.5185  -3.773208

723816     0.4629  -3.762324

723924     0.5092  -3.805587

724032     0.3981  -3.887161

724140     0.5740  -3.844113

724248     0.5462  -3.844195

724356     0.4814  -3.808653

724464        0.5  -3.896958

724572     0.4629  -3.923606

724680        0.5  -3.883744

724788     0.5462  -3.865910

724896     0.4537  -3.922805

725004     0.5185  -3.884667

725112     0.4907  -3.914011

725220     0.4722  -3.893886

725328     0.4537  -3.987782

725436     0.5092  -4.005450

725544        0.5  -4.003139

725652     0.4537  -3.925993

725760     0.5092  -3.844385

725868     0.4814  -3.879533

725976     0.5740  -3.763344

726084     0.4351  -3.845377

726192     0.4629  -3.801487

726300     0.5092  -3.830833

726408        0.5  -3.793457

726516     0.5555  -3.833932

726624     0.5370  -3.748499

726732     0.5462  -3.823134

726840     0.4814  -3.832523

726948     0.4166  -3.813617

727056     0.4444  -3.778477

727164     0.5185  -3.691958

727272     0.5462  -3.788876

727380     0.4814  -3.909947

727488     0.5185  -3.878527

727596     0.4629  -3.908613

727704        0.5  -3.915946

727812        0.5  -3.908326

727920     0.4537  -3.934448

728028     0.5185  -3.845080

728136     0.5740  -3.763013

728244     0.4444  -3.811338

728352     0.5185  -3.941438

728460     0.4907  -3.947072

728568     0.4814  -3.930512

728676     0.5648  -3.932261

728784     0.4907  -3.948467

728892     0.5277  -3.987339

729000     0.4722  -3.939709

729108     0.6018  -3.981890

729216     0.5925  -3.961432

729324     0.4907  -3.988837

729432        0.5  -3.926749

729540     0.3148  -3.910561

729648     0.4259  -4.047072

729756     0.4722  -4.005376

729864     0.5555  -4.016601

729972     0.5555  -4.123886

730080        0.5  -4.061267

730188     0.4537  -3.994567

730296     0.5092  -4.028340

730404     0.5648  -3.879857

730512     0.4444  -4.001716

730620     0.4814  -4.029859

730728     0.3703  -3.940540

730836     0.4629  -3.944005

730944     0.4351  -3.969611

731052     0.4351  -3.897097

731160     0.5092  -3.952229

731268     0.4907  -3.947459

731376     0.5277  -3.859755

731484     0.5555  -3.891403

731592     0.4814  -3.860391

731700     0.5092  -3.833158

731808     0.4907  -3.911977

731916     0.4537  -3.920028

732024     0.5185  -3.854212

732132     0.4537  -3.822420

732240     0.4351  -3.800220

732348     0.5185  -3.837949

732456     0.5370  -3.846235

732564     0.4444  -3.794519

732672     0.4537  -3.929388

732780     0.4629  -3.882890

732888     0.4629  -3.912683

732996     0.5740  -3.899887

733104        0.5  -3.952724

733212        0.5  -3.972863

733320     0.5370  -3.909313

733428        0.5  -3.879987

733536     0.5370  -3.913689

733644     0.5370  -3.896425

733752     0.5370  -3.864959

733860     0.5092  -3.817776

733968     0.5092  -3.804725

734076     0.4351  -3.756110

734184     0.5555  -3.736660

734292     0.4629  -3.859405

734400     0.5740  -3.830848

734508     0.5092  -3.882461

734616     0.4444  -3.935597

734724     0.4907  -3.857237

734832     0.4629  -3.840185

734940     0.4907  -3.833961

735048     0.4722  -3.801239

735156     0.6018  -3.901545

735264        0.5  -3.909908

735372     0.4537  -3.762755

735480     0.5740  -3.818368

735588     0.4444  -3.860905

735696     0.5277  -3.849932

735804     0.5925  -3.751368

735912     0.4722  -3.818193

736020     0.5462  -3.917531

736128        0.5  -3.909916

736236     0.4444  -3.823757

736344     0.4907  -3.949248

736452     0.4259  -3.869259

736560     0.4629  -3.813887

736668     0.5277  -3.826184

736776     0.5185  -3.856425

736884        0.5  -3.850021

736992     0.4722  -3.824856

737100     0.4907  -3.778496

737208     0.5277  -3.791568

737316     0.5740  -3.870192

737424        0.5  -3.879935

737532     0.4814  -3.877944

737640     0.5092  -3.860585

737748     0.5185  -3.806692

737856     0.5092  -3.800188

737964     0.4629  -3.806435

738072     0.5185  -3.773057

738180     0.5092  -3.883352

738288        0.5  -3.940600

738396     0.4907  -3.849863

738504     0.6018  -3.833550

738612     0.4259  -3.925477

738720     0.4351  -3.955362

738828     0.4259  -3.914123

738936     0.4537  -3.881503

739044     0.5092  -3.812804

739152     0.5555  -3.877513

739260     0.5462  -3.857901

739368     0.5555  -3.778875

739476     0.4722  -3.859419

739584     0.5648  -3.755591

739692     0.4629  -3.798367

739800     0.4814  -3.850853

739908     0.4814  -3.869004

740016     0.4537  -3.844185

740124     0.5092  -3.908602

740232     0.5648  -3.932956

740340     0.4537  -3.960843

740448     0.5185  -3.922854

740556     0.4351  -3.954630

740664     0.4722  -3.884566

740772     0.5370  -3.946942

740880     0.4814  -3.934697

740988     0.6111  -3.913571

741096     0.5277  -3.935420

741204     0.4074  -3.858063

741312     0.5740  -3.829110

741420     0.4259  -3.833464

741528     0.4629  -3.830338

741636     0.5740  -3.921558

741744     0.5462  -3.804901

741852     0.5277  -3.846467

741960     0.3888  -3.883389

742068     0.5370  -3.800933

742176     0.5185  -3.879033

742284     0.5277  -3.844760

742392     0.4814  -3.764259

742500     0.4259  -3.782910

742608     0.4629  -3.829451

742716     0.4444  -3.793736

742824     0.5740  -3.899352

742932     0.4629  -3.806057

743040     0.4907  -3.899527

743148     0.5370  -3.887019

743256     0.4074  -3.950823

743364     0.5370  -3.906653

743472     0.5648  -3.975185

743580     0.5462  -3.877139

743688     0.5370  -3.913083

743796        0.5  -3.958269

743904     0.4537  -3.944665

744012     0.5555  -3.935894

744120     0.4166  -3.860867

744228     0.4629  -3.907087

744336     0.5185  -3.890045

744444     0.5092  -3.883404

744552     0.5462  -3.965835

744660     0.4537  -3.968319

744768     0.6018  -3.872443

744876     0.5648  -3.867017

744984     0.4537  -3.855994

745092     0.4259  -3.786818

745200     0.4259  -3.792075

745308     0.5833  -3.867129

745416     0.4537  -3.784337

745524     0.4722  -3.785445

745632     0.5555  -3.829075

745740     0.5185  -3.828075

745848     0.4444  -3.838992

745956     0.5185  -3.855690

746064     0.4444  -3.903558

746172     0.5185  -3.835549

746280     0.5925  -3.837489

746388     0.4722  -3.907000

746496     0.5648  -3.860760

746604     0.4907  -3.962102

746712     0.4629  -3.961321

746820     0.4444  -3.946455

746928     0.6574  -3.882459

747036     0.4722  -3.921115

